,level_0,index,name,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
462,462,0,Pathfinder Abenteuerkartenspiel: Das Erwachen der Runenherrscher – Grundbox,2013,1,4,90,13,,https://cf.geekdo-images.com/oilW_2LuTedEdM0R2y3_MA__thumb/img/jmxTLSPA-ZE_cNJja4xmQNpT2kA=/fit-in/200x150/filters:strip_icc()/pic1775517.jpg
463,463,0,"Ei, aitäh",2004,3,7,20,8,,https://cf.geekdo-images.com/2DyxMVASynw87LRULZuyqA__thumb/img/yIUSMoN8O5FeDZjXa4vreKj5Ogw=/fit-in/200x150/filters:strip_icc()/pic4657706.jpg
464,464,0,Port Rojal,2014,2,5,50,8,,https://cf.geekdo-images.com/9lQIIxg_l6G-ZWmTqEHlOA__thumb/img/uiCYTRqVF3TMqfpFGM-O0az_Q4A=/fit-in/200x150/filters:strip_icc()/pic1949286.jpg
465,465,0,Dědictví,2011,2,5,75,14,,https://cf.geekdo-images.com/lJ-yg0oUpHLWI6If6Q-JbA__thumb/img/mq1zlPHslpjaHqfXlJY_H-ZNF7Q=/fit-in/200x150/filters:strip_icc()/pic2442432.jpg
466,466,0,Kolejowy szlak: Głęboki błękit,2018,1,6,30,8,,https://cf.geekdo-images.com/x3hjEgkxZE9M96o6wgj6Tw__thumb/img/idn6fyLMcqvmxqKXU57rAuLgMvg=/fit-in/200x150/filters:strip_icc()/pic4097632.png
467,467,0,Tadsch Mahal,2000,2,5,90,12,,https://cf.geekdo-images.com/1AbjSJSVWFJ5GEXriWLd0w__thumb/img/Hl5F3BOBmcd-NmdNfkbDHbqheNo=/fit-in/200x150/filters:strip_icc()/pic4092498.jpg
468,468,0,Runebound (Third Edition),2015,2,4,180,14,,https://cf.geekdo-images.com/Zo4slt6oCCOFamxoR1ExcQ__thumb/img/AeUtimYbNYtH6AGZlYySU8igXGA=/fit-in/200x150/filters:strip_icc()/pic2625790.jpg
469,469,0,1846: The Race for the Midwest,2005,3,5,240,14,,https://cf.geekdo-images.com/zRZkmUtRhHosQNrcsYquOg__thumb/img/1l7TYgRKw5INM3_PNSsjAqBloAs=/fit-in/200x150/filters:strip_icc()/pic4001497.jpg
470,470,0,Star Wars X-Wing: El juego de miniaturas – Caja Básica El Despertar de la Fuerza,2015,2,2,45,14,,https://cf.geekdo-images.com/XbHyT8MyD-FLorGeWAHjzg__thumb/img/1ybrgm3Vs-GyS34ruL0c70Cfx7I=/fit-in/200x150/filters:strip_icc()/pic2654558.png
471,471,0,Starcraft: Das Brettspiel,2007,2,6,240,12,,https://cf.geekdo-images.com/tXwlK5uyyxaMzXG65NZ3Xg__thumb/img/-93qv9jIN6Lx9DZUCg9W8i-t6P8=/fit-in/200x150/filters:strip_icc()/pic265704.jpg
472,472,0,Karuba,2015,2,4,40,8,,https://cf.geekdo-images.com/hhV3JiYZUHEi_glLhC0v8w__thumb/img/_XHxgYraTvLmBnHpY8snFa2ma9o=/fit-in/200x150/filters:strip_icc()/pic2727088.jpg
473,473,0,Chicago Express,2007,2,6,60,12,,https://cf.geekdo-images.com/HxNSmn6fyauR4ABzBZpnMQ__thumb/img/CNNY6cynsdQswL9YHgoxi1RPqoY=/fit-in/200x150/filters:strip_icc()/pic1566274.jpg
474,474,0,Colosseum,2007,3,5,90,10,,https://cf.geekdo-images.com/K4sSXOtdCYwiL6vsKsKMdg__thumb/img/sa3nd03iNVBJgXYbKeOfNVYuozE=/fit-in/200x150/filters:strip_icc()/pic2729904.jpg
475,475,0,Blackout: Hong Kong,2018,1,4,150,14,,https://cf.geekdo-images.com/jOLEKfuTY4gLszR1h-0Bfw__thumb/img/503wcpX69A8d-M9hO8wXCyAct7I=/fit-in/200x150/filters:strip_icc()/pic4338675.jpg
476,476,0,Hammer of the Scots,2002,2,2,180,12,,https://cf.geekdo-images.com/o_A6wRI02aiADxlP0WDEZQ__thumb/img/scyp8WLjyE22yDoWDOM_iD_0fk8=/fit-in/200x150/filters:strip_icc()/pic623710.jpg
477,477,0,KeyForce: Ruf der Archonten,2018,2,2,45,14,,https://cf.geekdo-images.com/ZzJ2NGZz4CXxr1VIRkQZtA__thumb/img/ywNMVg_jcW9XNWvn80xOB_nT7Eo=/fit-in/200x150/filters:strip_icc()/pic4298867.jpg
478,478,0,Pax Porfiriana,2012,1,6,120,12,,https://cf.geekdo-images.com/eSfBPvoLiAKvCMBzovAnIA__thumb/img/jThYRlCnbZ72LjL412mxYwQ3Q0A=/fit-in/200x150/filters:strip_icc()/pic1395308.jpg
479,479,0,Paperback,2014,2,5,45,8,,https://cf.geekdo-images.com/ekb86vFJsW5XpaW7dKHkcg__thumb/img/IKW7YU1pzjA-QklR-uOk0bo6ZgA=/fit-in/200x150/filters:strip_icc()/pic6247451.jpg
480,480,0,Nexus Ops,2005,2,4,90,12,,https://cf.geekdo-images.com/pq8hJnPlqPLXkykkOzUIkw__thumb/img/pjXAaXb_WhgYhkE_GfkmLEgcwY0=/fit-in/200x150/filters:strip_icc()/pic1134615.jpg
481,481,0,Alhambra,2003,2,6,60,8,,https://cf.geekdo-images.com/OiqKsYDh7pqeRYKG__kMSw__thumb/img/Pj2FP8bV-BHofcDS0eGLh8gzTmI=/fit-in/200x150/filters:strip_icc()/pic4893652.jpg
482,482,0,Ankh-Morpork,2011,2,4,60,11,,https://cf.geekdo-images.com/oPDDEVveK_Pfrd79cEakRg__thumb/img/eVEBMG0eGKr-E0SSPd5TNkvQRkY=/fit-in/200x150/filters:strip_icc()/pic1062739.jpg
483,483,0,Baseball Highlights: 2045,2015,1,4,45,9,,https://cf.geekdo-images.com/6vlkpViMExKmOvg0CoFXPQ__thumb/img/TdXVmtyO0XebtWfMXsU7hE8hCHY=/fit-in/200x150/filters:strip_icc()/pic2262580.png
484,484,0,Hadara,2019,2,5,60,10,,https://cf.geekdo-images.com/17wJNXSBYuVmKryV9lEKsQ__thumb/img/nVMvEWrTFCoOE9Y3tqFLelkjYWw=/fit-in/200x150/filters:strip_icc()/pic5099398.jpg
485,485,0,AquaSphere,2014,2,4,100,12,,https://cf.geekdo-images.com/K7Hq_KDgr8jJHMtW21XcfQ__thumb/img/ZddcJnCbwkBUoilb5x-Bj-k7tio=/fit-in/200x150/filters:strip_icc()/pic2197124.jpg
486,486,0,Evolúció,2014,2,6,60,12,,https://cf.geekdo-images.com/wo_EYno7S66psGPMl_JtiQ__thumb/img/_30uXRkyUuk9vMeeedlSqQ3oJwA=/fit-in/200x150/filters:strip_icc()/pic3543505.jpg
487,487,0,Automobile,2009,3,5,120,12,,https://cf.geekdo-images.com/lJOntTfaU-lbCZsFcRxA8A__thumb/img/dUoQJ_WTooIEcPfMOi8E7Lt66_8=/fit-in/200x150/filters:strip_icc()/pic744514.jpg
488,488,0,Conan,2016,2,5,90,14,,https://cf.geekdo-images.com/x0VJACjymxo4boRichVVKQ__thumb/img/RmO8s9A4mxFlU37HD-8h4IhQN8U=/fit-in/200x150/filters:strip_icc()/pic3118623.jpg
489,489,0,DVONN,2001,2,2,30,9,,https://cf.geekdo-images.com/A-6gi-KVQ4ShlhgXU3dRwg__thumb/img/_ZK7GthCCZu1yH-XPvGbMUoBjfk=/fit-in/200x150/filters:strip_icc()/pic3324136.jpg
490,490,0,Blood Bowl (2016 Edition),2016,2,2,120,12,,https://cf.geekdo-images.com/1To3fG0-1ZpX1vfcHGHHYg__thumb/img/CmBNLOWNnA-qMjMUZ-39OsNpD9w=/fit-in/200x150/filters:strip_icc()/pic3254491.jpg
491,491,0,Sidereal Confluence,2017,4,9,180,14,,https://cf.geekdo-images.com/3V1Nmee3P4qSpVmWO9uGgw__thumb/img/ptUAPVk_LoqX7qDUt7ngtDXe-Qw=/fit-in/200x150/filters:strip_icc()/pic4981297.jpg
492,492,0,Der eiserne Thron,2003,3,5,180,12,,https://cf.geekdo-images.com/Gr3qfzoK-428kv1M9WUG1Q__thumb/img/ggRHe5WjwRhEIRtWI2TJBX-HPic=/fit-in/200x150/filters:strip_icc()/pic1222116.jpg
493,493,0,Óceán,2020,2,4,90,12,,https://cf.geekdo-images.com/1J7_qmdohyypZNyvu8B45A__thumb/img/ASgVEQj-H2lzopAgm-_QgqEBVvI=/fit-in/200x150/filters:strip_icc()/pic4382323.jpg
494,494,0,Camel Cup,2014,2,8,30,8,,https://cf.geekdo-images.com/1ph2jVOD1MudR1fK1nkwwA__thumb/img/TVCsLhF3KMZkFs6oLJkS37njE_s=/fit-in/200x150/filters:strip_icc()/pic2031446.png
495,495,0,El Dilema del Rey,2019,3,5,60,14,,https://cf.geekdo-images.com/FJlTdSMkK5hMNtCympJFmg__thumb/img/WqPUfQOfiIe5FnBXz-EAavw5jCs=/fit-in/200x150/filters:strip_icc()/pic5429837.jpg
496,496,0,Francis Drake,2013,3,5,120,14,,https://cf.geekdo-images.com/JhevUw6bY6Pz6YLQsD2qdg__thumb/img/G2bWfEnfxO6hH8TKdxDxQv5Ctww=/fit-in/200x150/filters:strip_icc()/pic1616979.jpg
497,497,0,Star Wars: Destiny,2016,2,2,30,10,,https://cf.geekdo-images.com/wXqxBwfHnCCkPA04L6g2Og__thumb/img/mVp0hoQwH5l1Llw8O24DAtVQFiQ=/fit-in/200x150/filters:strip_icc()/pic3363466.jpg
498,498,0,List Miłosny (edycja rozszerzona),2016,2,8,30,8,,https://cf.geekdo-images.com/40eKIHpHIDO6VBsZtHAXpA__thumb/img/a-BBWcHhcETvsHKtpHR0VQ96wNw=/fit-in/200x150/filters:strip_icc()/pic3124998.jpg
499,499,0,Carson City,2009,2,5,90,12,,https://cf.geekdo-images.com/DxNZPNkfjS-exbFa_ASi0Q__thumb/img/ABNJVaqRzjMTxfs8Rn7IZWXFN4s=/fit-in/200x150/filters:strip_icc()/pic577030.jpg
500,500,0,Game of Thrones Kartenspiel: Der Eiserne Thron (zweite Ausgabe) – Grundset,2015,2,4,120,14,,https://cf.geekdo-images.com/2gP4Uti9RPquZVlweeapLw__thumb/img/fe1ELDopk_qSeiDruI0hs8nmzSQ=/fit-in/200x150/filters:strip_icc()/pic2783386.jpg
501,501,0,Space Empires: 4X,2011,1,4,180,12,,https://cf.geekdo-images.com/UQlXtwENJ4I7WNKFcUDqAw__thumb/img/n9fhiM2QZiBe58cty-uWrn4Cidw=/fit-in/200x150/filters:strip_icc()/pic953180.jpg
502,502,0,Smartphone Inc.,2018,1,5,90,12,,https://cf.geekdo-images.com/Ndctxvd7kBXYubeYRKRqzw__thumb/img/hJtPqShJYdb8DsdnTvpdkXrx-CU=/fit-in/200x150/filters:strip_icc()/pic4258616.jpg
503,503,0,Zombicide,2012,1,6,60,14,,https://cf.geekdo-images.com/ZqjfzvtaTIT5FYp1D2CfKw__thumb/img/3Z0sYfpvqCcSDIgHHPSWIlgjTVk=/fit-in/200x150/filters:strip_icc()/pic1196191.jpg
504,504,0,Broom Service,2015,2,5,75,10,,https://cf.geekdo-images.com/PcxTKtTwov2vxkZZbRVDAw__thumb/img/exJUDw66ox4k5H5dSX_oAOuRNXk=/fit-in/200x150/filters:strip_icc()/pic2546156.jpg
505,505,0,Gears of War: Das Brettspiel,2011,1,4,180,14,,https://cf.geekdo-images.com/3A6PI0FkgTLiaESApz5PZg__thumb/img/RYUQLegHIV2Q4xMxhxiqKHcrZz4=/fit-in/200x150/filters:strip_icc()/pic1004112.jpg
506,506,0,Tobago,2009,2,4,60,10,,https://cf.geekdo-images.com/fuC2C10_6QK84R45Mseojw__thumb/img/bfp4x8H9nzQJQyNf2amKyx1BqUs=/fit-in/200x150/filters:strip_icc()/pic596625.jpg
507,507,0,Struggle of Empires,2004,2,7,240,13,,https://cf.geekdo-images.com/V8J_bg9LKjB6as3Oxp_wtQ__thumb/img/FUyc1QhXpVQRkbAhouttIZstUZA=/fit-in/200x150/filters:strip_icc()/pic5633386.png
508,508,0,Carcassonne à la Préhistoire,2002,2,5,35,8,,https://cf.geekdo-images.com/NSD4L9c-rY5OOlJYFlQ2Wg__thumb/img/4jFZqbcMUlrd-Nhy7IJHjTshbrc=/fit-in/200x150/filters:strip_icc()/pic5647234.png
509,509,0,Jamaica,2007,2,6,60,8,,https://cf.geekdo-images.com/SxSm7BW1LYTPd8LxGi07MQ__thumb/img/GrmR2FBxm0O7LK3CVkcPxooXARw=/fit-in/200x150/filters:strip_icc()/pic1502119.jpg
510,510,0,Earth Reborn,2010,2,4,180,13,,https://cf.geekdo-images.com/77ccl-nXuwWw3Xj6woR3fA__thumb/img/S4KtdrTXbVvFYLTPvdjDI1z4EX4=/fit-in/200x150/filters:strip_icc()/pic746581.jpg
511,511,0,Quantum,2013,2,4,60,13,,https://cf.geekdo-images.com/Bgle3gjd2wTrD31ps_z92w__thumb/img/bjSkZpezCxJBqtucXslJAX2laKA=/fit-in/200x150/filters:strip_icc()/pic1727619.jpg
512,512,0,A través del desierto,1998,2,5,45,10,,https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__thumb/img/020Q_crmzh9cGgwv-5excCcxFwg=/fit-in/200x150/filters:strip_icc()/pic3764263.jpg
513,513,0,Mountain Railways,2012,1,5,90,10,,https://cf.geekdo-images.com/04SK6RPEqcArT_g8wHH2TA__thumb/img/9Ih7C267B9XzDU_z5tFHTF94Dh0=/fit-in/200x150/filters:strip_icc()/pic1430858.jpg
514,514,0,Mandala,2019,2,2,20,10,,https://cf.geekdo-images.com/FZUJ_Ieaw83mpz1eL-dY_g__thumb/img/o8B080rjfGtNloX7wMa_IRthuXo=/fit-in/200x150/filters:strip_icc()/pic5056121.jpg
515,515,0,Mare Nostrum: Empires,2016,3,5,120,14,,https://cf.geekdo-images.com/bCT1a-L84zgHRsIkNdH-lA__thumb/img/dTt5RE3rxMyv3pe6_DslE-DEboY=/fit-in/200x150/filters:strip_icc()/pic2648963.jpg
516,516,0,Las Vegas,2012,2,5,30,8,,https://cf.geekdo-images.com/aQJ0HRKx2mobP0g3FCeR_Q__thumb/img/7g-l6beAu5RtsAykBhoO7kMWexc=/fit-in/200x150/filters:strip_icc()/pic1261796.jpg
517,517,0,Coup,2012,2,6,15,13,,https://cf.geekdo-images.com/MWhSY_GOe2-bmlQ2rntSVg__thumb/img/vuR_0PCX1w2EkjO_LbchOHZPOwU=/fit-in/200x150/filters:strip_icc()/pic2016054.jpg
518,518,0,The Republic of Rome,1990,1,6,300,14,,https://cf.geekdo-images.com/1hw9kRfQg849_J5mjPHuBQ__thumb/img/A8YR8VBRNcV8QfA46JgyHAw1T6g=/fit-in/200x150/filters:strip_icc()/pic487045.jpg
519,519,0,Unmatched: Árny & Köd,2020,2,4,40,9,,https://cf.geekdo-images.com/iyIO6udRfIn0xM1rIxyO2g__thumb/img/oKVEm_nmurLwHbp9QPNNEyJkzeE=/fit-in/200x150/filters:strip_icc()/pic5056685.jpg
520,520,0,Marvel United,2020,1,4,40,14,,https://cf.geekdo-images.com/-19XPXmTn9QyyvqwpcFkBw__thumb/img/T3jn8ks3g0zLyISTRQkIr0D1WSE=/fit-in/200x150/filters:strip_icc()/pic5231006.jpg
521,521,0,Jenseits von Theben,2007,2,4,60,8,,https://cf.geekdo-images.com/T4EH02wIepQC4DzyEEY1MQ__thumb/img/oQ0IlYEVkHSnCPvoORuPAjzCCy8=/fit-in/200x150/filters:strip_icc()/pic2723204.jpg
522,522,0,Grandpa Beck's Scheming and Skulking,2013,2,6,30,8,,https://cf.geekdo-images.com/j33ifHUZSIHkpPv55u1TFA__thumb/img/ozuAerLhSfkaOwnFMb0VUXWgI-c=/fit-in/200x150/filters:strip_icc()/pic1886632.png
523,523,0,Hrdinové bez záruky,2017,1,8,15,8,,https://cf.geekdo-images.com/wJfDIveg2zpTGn8E1WzEpA__thumb/img/Un57jB38oeBZ0WFdd7rXSOEP-1k=/fit-in/200x150/filters:strip_icc()/pic3268473.jpg
524,524,0,Hyrule: Card Kingdoms,2016,1,5,45,13,,https://cf.geekdo-images.com/2XJpNx6Bl_74WlKJDuGwKw__thumb/img/djvfQfYLFuwzPmTej19J3shpLsA=/fit-in/200x150/filters:strip_icc()/pic2919073.jpg
525,525,0,Paleo,2020,1,4,60,10,,https://cf.geekdo-images.com/85t1wkwgvh3d2mmjsRcDrw__thumb/img/K1IMVdd39Or51HpLAfiXz3JNUvI=/fit-in/200x150/filters:strip_icc()/pic6039256.jpg
526,526,0,1 Nacht Weerwolven & Waaghalzen: Dageraad,2015,3,7,10,8,,https://cf.geekdo-images.com/-jMVcPlkpLcs-2nA_htb8g__thumb/img/W-6ZwWzAaqQw5CGziy7caBAZzQg=/fit-in/200x150/filters:strip_icc()/pic2225958.jpg
527,527,0,Trains,2012,2,4,45,12,,https://cf.geekdo-images.com/8K9Syz49KOY0nJLR4GB0eg__thumb/img/CjomdI9qkAuiWWbxbeW88_SV26M=/fit-in/200x150/filters:strip_icc()/pic1606346.jpg
528,528,0,Star Wars: X-Wing (Second Edition),2018,2,2,45,14,,https://cf.geekdo-images.com/oPYTn7JgqxEsOuJ835WQnw__thumb/img/y_5FVvxtWBMIUHSzK3xOqps2IVc=/fit-in/200x150/filters:strip_icc()/pic4271201.jpg
529,529,0,Taluva,2006,2,4,45,8,,https://cf.geekdo-images.com/PC01tlKF5hf3et7F3mtHtw__thumb/img/e2-h91qjH6nNLby7xn-T_ohmVaA=/fit-in/200x150/filters:strip_icc()/pic1948254.png
530,530,0,Shadows of Brimstone: Swamps of Death,2014,1,4,180,12,,https://cf.geekdo-images.com/qRyYKK4IxR9QBwyr7OMvzw__thumb/img/9K95Z2kFVqnIXKCqJ4vBA2uZkm4=/fit-in/200x150/filters:strip_icc()/pic2037826.jpg
531,531,0,Dice Throne: Season One,2018,2,6,40,8,,https://cf.geekdo-images.com/crZpafHHxItU5EWPCgNbPA__thumb/img/6-MfhRxfMD7KwZq9jQT1tZFHTIY=/fit-in/200x150/filters:strip_icc()/pic3962955.jpg
532,532,0,Summoner Wars,2009,2,4,60,9,,https://cf.geekdo-images.com/EWi-utp09EIJnwia_o_Taw__thumb/img/vEFkO1QccS2LQpL7fgX7-v1hZhg=/fit-in/200x150/filters:strip_icc()/pic5152378.png
533,533,0,Triumph & Tragedy: European Balance of Power 1936-1945,2015,2,3,360,12,,https://cf.geekdo-images.com/KuJMYH3VVj3BriDYaYvDQw__thumb/img/79snZF_WwHakF2PPbOhXFLqjYLc=/fit-in/200x150/filters:strip_icc()/pic2497742.jpg
534,534,0,King of Tokyo: Dark Edition,2020,2,6,30,8,,https://cf.geekdo-images.com/mTn-dbIPgdf-_l668UGi_g__thumb/img/yxdiI1ZfNRlXmO_GQr8dFqBnxIs=/fit-in/200x150/filters:strip_icc()/pic5031257.jpg
535,535,0,Betrayal at House on the Hill,2004,3,6,60,12,,https://cf.geekdo-images.com/lqmt2Oti_qJS65XqHcB8AA__thumb/img/EDOmDbRhLy4za2PHkJ5IbhNxZmk=/fit-in/200x150/filters:strip_icc()/pic5146864.png
536,536,0,Shakespeare,2015,1,4,90,13,,https://cf.geekdo-images.com/37zrXPBAfqnS6CyeKTYiIw__thumb/img/63aUA3o6a1Q5U4pW3NR8aa_5Szo=/fit-in/200x150/filters:strip_icc()/pic2583214.jpg
537,537,0,Zombicide: Green Horde,2018,1,6,60,14,,https://cf.geekdo-images.com/rtJTab2_kHN2k4_nUddRTQ__thumb/img/H17dequj7LYB-NKcZo352sAxQ3k=/fit-in/200x150/filters:strip_icc()/pic3564805.jpg
538,538,0,Formula D,2008,2,10,60,8,,https://cf.geekdo-images.com/ScuaQBHRYnsqrwSxSdEdIw__thumb/img/F7CaSsa_MWIbHGCoeZ98apbmFQM=/fit-in/200x150/filters:strip_icc()/pic519914.jpg
539,539,0,La Bataille des cinq armées,2014,2,2,240,13,,https://cf.geekdo-images.com/SQBx844N1Ay31pm368Ckkg__thumb/img/j5q6CR72Lqv4mkA-G1KKTBa9rYU=/fit-in/200x150/filters:strip_icc()/pic1886964.jpg
540,540,0,Dawn of the Zeds (Third Edition),2016,1,5,120,14,,https://cf.geekdo-images.com/WnREnwi-pR72tqDa9-1zBQ__thumb/img/-bedWb_t582j4ghHjJpE7QCE0IU=/fit-in/200x150/filters:strip_icc()/pic4929411.jpg
541,541,0,Belfort,2011,2,5,120,12,,https://cf.geekdo-images.com/7EoGJIE03X3_Gxw4AcADJQ__thumb/img/kpieGmBNsObVwNDJtvJsAdEPs1E=/fit-in/200x150/filters:strip_icc()/pic1368514.jpg
542,542,0,Fíaskó,1999,4,18,90,12,,https://cf.geekdo-images.com/eXgj9wE-fRfd4ZfW6PcjIw__thumb/img/-eVeJ2xAfaLeEtO5EutEIi1Ce5M=/fit-in/200x150/filters:strip_icc()/pic3690440.jpg
543,543,0,Cuba Libre,2013,1,4,180,14,,https://cf.geekdo-images.com/6z5ZMIVpFUzn1DHhto3RLw__thumb/img/Zsirgs7exejEoHOaAYhUZMALGUU=/fit-in/200x150/filters:strip_icc()/pic1723711.jpg
544,544,0,Dixit: Journey,2012,3,6,30,8,,https://cf.geekdo-images.com/HX0lvc-JiPzf7Nrqp_N-Fw__thumb/img/iInoc-itpaO_STBI1QVQ0B-WWME=/fit-in/200x150/filters:strip_icc()/pic1387599.jpg
545,545,0,Pax Renaissance,2016,2,4,120,12,,https://cf.geekdo-images.com/gIHITIenJOCIsO_vQNEE0w__thumb/img/68iODGupr7JuYEYiDofNJzxgEzM=/fit-in/200x150/filters:strip_icc()/pic3009233.jpg
546,546,0,Silver & Gold,2019,2,4,20,8,,https://cf.geekdo-images.com/qaQvZdQ3cDdhH29DOwMeiA__thumb/img/UTHxQZPabWfB9p79I0SbA4R3k5c=/fit-in/200x150/filters:strip_icc()/pic4538992.png
547,547,0,Thunderstone Advance: Die Türme des Verderbens,2012,1,5,45,12,,https://cf.geekdo-images.com/vrmT1wjUZ9hPePjPLRsimQ__thumb/img/MSATQAPLQq0PntSurFzM8iphLc0=/fit-in/200x150/filters:strip_icc()/pic1196537.jpg
548,548,0,Cloudspire,2019,1,4,180,13,,https://cf.geekdo-images.com/h6QX8IBDV-u0PnCIor_oSg__thumb/img/_ODQtFy3tbgt2Xwo_XCFr3BfVEI=/fit-in/200x150/filters:strip_icc()/pic4992443.png
549,549,0,Luna,2010,1,4,100,12,,https://cf.geekdo-images.com/tMYWtENCa6qdHg3DLIDqcw__thumb/img/K5WlrHSW_e0JqRhu6Na_D-h5klU=/fit-in/200x150/filters:strip_icc()/pic2538939.png
550,550,0,Star Trek: Ascendancy,2016,3,3,180,14,,https://cf.geekdo-images.com/0xrgwN5L4u7HOIeY7QzkTg__thumb/img/a53Krylg3gOjVh7EhBMj2BE6HTM=/fit-in/200x150/filters:strip_icc()/pic2963697.jpg
551,551,0,Smash Up: Awesome Level 9000,2013,2,2,45,12,,https://cf.geekdo-images.com/nrf1jXPvkRnxYpGLAg51Xg__thumb/img/PUG0o8a1BjrQfcem_Cj5Hb6oBcw=/fit-in/200x150/filters:strip_icc()/pic1497102.jpg
552,552,0,Der Herr der Ringe: Die Entscheidung,2002,2,2,30,12,,https://cf.geekdo-images.com/_hBlhE0at6aow5G1I8-NMg__thumb/img/bsfevmaHrJxqdDW-OKfWKy9eUdM=/fit-in/200x150/filters:strip_icc()/pic69357.jpg
553,553,0,Mr. Jack,2006,2,2,30,9,,https://cf.geekdo-images.com/CDdF4xOQJsNK0gX8-tBdCQ__thumb/img/5b44BrekfAQznAhRIOSPDtwHMsg=/fit-in/200x150/filters:strip_icc()/pic3066125.jpg
554,554,0,Myrmes,2012,2,4,120,13,,https://cf.geekdo-images.com/irYtV0aFZFz-UlhV1uMNOg__thumb/img/pc-1nA3dBW6e1KBluTMb4FRTTbI=/fit-in/200x150/filters:strip_icc()/pic1370050.jpg
555,555,0,Defenders of the Realm,2010,1,4,90,13,,https://cf.geekdo-images.com/jWHk6CdY_Z8gr12LzuLBcg__thumb/img/Y_Zw1i5p9W6LAqkK82Ryows7i4g=/fit-in/200x150/filters:strip_icc()/pic649329.jpg
556,556,0,Medici,1995,2,6,60,10,,https://cf.geekdo-images.com/1njrltRuw3DrS0gNNu02Dg__thumb/img/FUuOaqHk3ohszzJvf8EcN7dphus=/fit-in/200x150/filters:strip_icc()/pic2672797.jpg
557,557,0,Cuba,2007,2,5,120,10,,https://cf.geekdo-images.com/nRp3AZhQD99Ajp5-96km-w__thumb/img/TzUSSWoa5l4MBLwr4vBRBo5zyg8=/fit-in/200x150/filters:strip_icc()/pic1205385.jpg
558,558,0,Leaving Earth,2015,1,5,180,15,,https://cf.geekdo-images.com/rpjQ2X1g2fau-VsgAYvo2A__thumb/img/Mryb8qHHoDA9nYeA0K8gKugHCWw=/fit-in/200x150/filters:strip_icc()/pic2624698.jpg
559,559,0,Zombie Kidz Evolúció,2018,2,4,15,7,,https://cf.geekdo-images.com/Iwv0Vg8FXIKlEr8xKsapIQ__thumb/img/LbMfaYV0-_2yRXvl6D8pjXa86IY=/fit-in/200x150/filters:strip_icc()/pic4334067.jpg
560,560,0,Alta società,1995,3,5,30,10,,https://cf.geekdo-images.com/_3wm5Ikl8NtF6oTQ5KT-1g__thumb/img/m5NSJT2r-BoSXYt9d1wQGT4dbUA=/fit-in/200x150/filters:strip_icc()/pic3894197.jpg
561,561,0,Coloretto,2003,2,5,30,8,,https://cf.geekdo-images.com/Z_C3ujE0BcRpbQjDd1Vatg__thumb/img/40jfO9cNXB20z1fm6FfSkGf5qVQ=/fit-in/200x150/filters:strip_icc()/pic149765.jpg
562,562,0,Torres,1999,2,4,60,12,,https://cf.geekdo-images.com/3pL0cEnaGn7Qwn6F2zvgcQ__thumb/img/IeKXnfVhcsJVKlrQ49bXkEEZDj8=/fit-in/200x150/filters:strip_icc()/pic3371593.jpg
563,563,0,Kingdom Builder,2011,2,4,45,8,,https://cf.geekdo-images.com/kJOP_BICVX-88sKqFRh9PQ__thumb/img/KwrWpSRncnCE0cEldldyVQ-0Cdk=/fit-in/200x150/filters:strip_icc()/pic1152359.jpg
564,564,0,ZhanGuo,2014,2,4,120,12,,https://cf.geekdo-images.com/asueS9har0y10uk672cbGw__thumb/img/80v16ohwO4WQNiR6Yoo_9IHI2NY=/fit-in/200x150/filters:strip_icc()/pic2242246.jpg
565,565,0,Warhammer Quest: Das Abenteuer-Kartenspiel,2015,1,4,60,14,,https://cf.geekdo-images.com/iZTS0-aD6KRvXxtYbbdODQ__thumb/img/FQdBjbA45KEJPG-36gWOn92uu4c=/fit-in/200x150/filters:strip_icc()/pic2625794.jpg
566,566,0,Specter Ops,2015,2,5,120,13,,https://cf.geekdo-images.com/lVFArtZrwFEDo23sDcSMEg__thumb/img/pky3rb47HJv8jcNPjV3jbDB7o4c=/fit-in/200x150/filters:strip_icc()/pic2486481.jpg
567,567,0,The Downfall of Pompeii,2004,2,4,45,10,,https://cf.geekdo-images.com/eZjGZ9O4hdUnc47rDgAgRg__thumb/img/Ii0rodwBgEzpHofswh32VECo1xk=/fit-in/200x150/filters:strip_icc()/pic1685805.jpg
568,568,0,Escape: A Templom átka,2012,1,5,10,8,,https://cf.geekdo-images.com/m6269wyfWVa7gZp3oXKx6A__thumb/img/WPqYsCIpVURoB_rdqRLgZptWNV8=/fit-in/200x150/filters:strip_icc()/pic3328521.jpg
569,569,0,EXIT 脱出：ザ・ゲーム　ファラオの玄室,2016,1,6,90,12,,https://cf.geekdo-images.com/fGO2BYF3whgNaSBZMVSO9g__thumb/img/UTICjkO5c4q01KusZw3NePiFvUg=/fit-in/200x150/filters:strip_icc()/pic3332423.jpg
570,570,0,Dracula,2005,2,5,180,10,,https://cf.geekdo-images.com/IPdbwjsYJgokVAjYUa1aWg__thumb/img/IFs-IOi9pkODntXfiXuenUj3NeQ=/fit-in/200x150/filters:strip_icc()/pic1586916.jpg
