,rank,id,name_x,description,bggrating,avgrating,numvoter,date,Index,name_y,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
821,822,939,Star Wars: The Queen's Gambit,Recreate the climactic scenes from Star Wars: Episode I - The Phantom Menace.,6.641,7.56,2110,2021-08-10,821,Star Wars: The Queen's Gambit,2000,2,4,120,12,,https://cf.geekdo-images.com/bz5nHaO3qAqNRKV4jketEQ__thumb/img/NX6F33Zk93mJFnP6gwlxsdKHh_0=/fit-in/200x150/filters:strip_icc()/pic35506.jpg
822,823,219215,Werewords,20 questions with a twist... a time limit and a sneaky werewolf who knows the answer!,6.64,7.16,3711,2021-08-10,822,Werewords,2017,4,10,10,8,,https://cf.geekdo-images.com/4ngyBZXLLKIOdGuUHE7baw__thumb/img/gSGfC0ZMYbOXukqfdBBuxULmyJU=/fit-in/200x150/filters:strip_icc()/pic4415135.jpg
823,824,212402,The Grimm Forest,"Build houses of straw, wood and brick while avoiding villains like the Big Bad Wolf.",6.64,7.14,4668,2021-08-10,823,Baśniowy Bór,2018,2,4,60,14,,https://cf.geekdo-images.com/fKsNUAfk4uSR6TWsxhHfmg__thumb/img/E4VZGAGR2wXudx3iUw_EsUIKqBk=/fit-in/200x150/filters:strip_icc()/pic3388680.jpg
824,825,56692,Parade,"Hold a parade for the Queen. In Wonderland, losing might be the best way to win.",6.638999999999999,6.96,6118,2021-08-10,824,Alice in Wonderland Parade,2007,2,6,45,12,,https://cf.geekdo-images.com/lmRNihICb4mklj0ec1vj6g__thumb/img/UYkr4MpEZv5QiLWW5ef9RUm3gm0=/fit-in/200x150/filters:strip_icc()/pic2239001.jpg
825,826,180680,Automobiles,Customize the best race car to win the race in this deck building game.,6.638999999999999,7.3,2850,2021-08-10,825,Automobiles,2016,2,5,75,10,,https://cf.geekdo-images.com/nkJTfSPcFJMWRXbylQV1zQ__thumb/img/IMVYj2GfptabGcuAmZHL54SHSw0=/fit-in/200x150/filters:strip_icc()/pic2586265.png
826,827,161866,Zombicide Season 3: Rue Morgue,,6.638,7.55,2506,2021-08-10,826,Zombicide Saison 3: Rue Morgue,2015,1,12,60,14,,https://cf.geekdo-images.com/X23vClLnMupg9qrvfXh4ig__thumb/img/Olew3kt2kSCo0si3KyvPpxDESgc=/fit-in/200x150/filters:strip_icc()/pic4287832.jpg
827,828,66505,The Speicherstadt,"Collect goods, trade with merchants and put out fires in Hamburg.",6.6370000000000005,7.03,4821,2021-08-10,827,Het Koopmanshuis,2010,2,5,45,8,,https://cf.geekdo-images.com/x1EVKCtIP_tFTH8h5kvXog__thumb/img/8n5m3ZjWQfD-uwM7hOEyqS_93I4=/fit-in/200x150/filters:strip_icc()/pic686491.jpg
828,829,165838,Space Hulk (Fourth Edition),Elite space marines face an onslaught of alien horror aboard an abandoned spaceship.,6.636,7.97,1610,2021-08-10,828,Space Hulk (Fourth Edition),2014,2,2,60,12,,https://cf.geekdo-images.com/dNqFlbobhFwXQZhtp6LTng__thumb/img/4JHUQDdygu61zowajEmwoPvUHtw=/fit-in/200x150/filters:strip_icc()/pic2245229.jpg
829,830,25669,Qwirkle,Complete a set of shapes or colors among the criss-crossing tiles for big points!,6.635,6.78,16605,2021-08-10,829,Qwirkle,2006,2,4,45,6,,https://cf.geekdo-images.com/k7zHj8j_a6uUAtXUt5Fvuw__thumb/img/APPui4zwBuwAIHXSTW6UxYcY6Ow=/fit-in/200x150/filters:strip_icc()/pic309353.jpg
830,831,131646,Merchant of Venus (Second Edition),"Explore the galaxy, discover new alien civilizations, and deliver needed goods.",6.635,7.16,3642,2021-08-10,830,Mercanti di Venere,2012,1,4,240,14,,https://cf.geekdo-images.com/2aHxs1ljNAD2Q2e8q6vW2w__thumb/img/_XGWw_z41Vp3M5Ycn2YXmqK53SE=/fit-in/200x150/filters:strip_icc()/pic1134632.jpg
831,832,224,History of the World,Build History by expanding 7 Civilizations: who will Dominate the World?,6.6339999999999995,7.12,4391,2021-08-10,831,Empire,1991,3,6,270,12,,https://cf.geekdo-images.com/2pr-83ghWQUlwXSLuSTCtw__thumb/img/4XPSkcdNf6CXGWsDGSRXrP7VUBc=/fit-in/200x150/filters:strip_icc()/pic287451.jpg
832,833,283863,The Magnificent,Recruit magnificent performers to put on the most magnificent circus act ever seen!,6.632999999999999,7.64,1903,2021-08-10,832,The Magnificent,2019,1,4,90,14,,https://cf.geekdo-images.com/6pci74DWc7U7XuwkfpEu2Q__thumb/img/K-X_5jjTMmesaFzFUoFOZu5p_AU=/fit-in/200x150/filters:strip_icc()/pic4871117.jpg
833,834,72225,CO₂,Travel back to the 70s to invest in green power plants and stop global warming!,6.632000000000001,7.14,3743,2021-08-10,833,CO2,2012,1,5,120,12,,https://cf.geekdo-images.com/7CdjkzPByup72oLWuOg9AA__thumb/img/NUltG_U1uGXWs3rwv86Om0hQgHE=/fit-in/200x150/filters:strip_icc()/pic1350204.jpg
834,835,72287,Mr. Jack Pocket,Can Mr Jack outsmart Holmes and Watson by hiding long enough?,6.632000000000001,6.89,7754,2021-08-10,834,Mr. Jack Pocket,2010,2,2,15,14,,https://cf.geekdo-images.com/nd44m6n6ykDCsHVt4wcEcQ__thumb/img/wpEJcfEdHyXDW1Kh3xbevgW2JuA=/fit-in/200x150/filters:strip_icc()/pic1519530.jpg
835,836,200077,Mint Works,Build a mint manufacturing plant in this portable introduction to worker placement.,6.631,7.02,5207,2021-08-10,835,Mint Works,2017,1,4,20,13,,https://cf.geekdo-images.com/M5BuA5mmFICpc5xoNsZKhA__thumb/img/JxZXYQgSGrUFX4mRlAZm2-C0WUY=/fit-in/200x150/filters:strip_icc()/pic5692556.jpg
836,837,178336,World's Fair 1893,Be the leading exhibitor at the famous fair when the big wheel finally stops.,6.631,7.2,3344,2021-08-10,836,Exposition Universelle 1893,2016,2,4,45,10,,https://cf.geekdo-images.com/iHERVAfyVClk_eNT6noIlg__thumb/img/Za-pR3Js9cMJ_CoAdy6ET1F__-0=/fit-in/200x150/filters:strip_icc()/pic2721792.png
837,838,207691,Railroad Revolution,Grow your railroad company to become the greatest tycoon of 19th century America.,6.63,7.37,2511,2021-08-10,837,Railroad Revolution,2016,2,4,90,12,,https://cf.geekdo-images.com/0A9aGzLzmBxN_M6rgpb6Dg__thumb/img/pupJXts3kO3x05Ki-lhREAPWrhw=/fit-in/200x150/filters:strip_icc()/pic3200781.jpg
838,839,244114,Yellow & Yangtze,Keep your warring states in perfect balance through wars and revolts.,6.63,7.87,1506,2021-08-10,838,Yellow & Yangtze,2018,2,4,90,14,,https://cf.geekdo-images.com/BxHQLD5nnVltDWXt4OKsgQ__thumb/img/Xf9hEf74SZfcOi0ZbNhdUW6BTt0=/fit-in/200x150/filters:strip_icc()/pic3938502.jpg
839,840,168917,Smash Up: Pretty Pretty Smash Up,"Battling just got cuter with Princesses, Kitty Cats, Fairies, and Mythical Horses!",6.63,7.27,3260,2021-08-10,839,Smash Up: Carini e Coccolosi,2015,2,2,45,14,,https://cf.geekdo-images.com/qbBlobucRIEbX_PjsrHxKQ__thumb/img/lcrlUUOClf4XN7sJqbWsur8twwA=/fit-in/200x150/filters:strip_icc()/pic2302759.jpg
840,841,182340,Star Trek: Frontiers,Starship Captains compete to explore and conquer an unknown part of the universe.,6.627999999999999,7.88,1591,2021-08-10,840,Star Trek: Frontiers,2016,1,4,240,14,,https://cf.geekdo-images.com/c7DbwURIiGQIWKaw4cfT6w__thumb/img/1ijCKBwkF1ntci6pBudfDREDVJk=/fit-in/200x150/filters:strip_icc()/pic3008535.jpg
841,842,197405,Tak,Be first to build a complete road using tiles that can stack or stand on edge.,6.627999999999999,7.63,2187,2021-08-10,841,Tak,2017,2,2,60,12,,https://cf.geekdo-images.com/SyVxFKO4cD_6sjYzp9OkAQ__thumb/img/rRfMYYd3-g9BIP65AVmhHdE-Az0=/fit-in/200x150/filters:strip_icc()/pic6055592.png
842,843,150999,Valley of the Kings,Prove your worth to the gods by being entombed with the most possessions.,6.627999999999999,7.05,4331,2021-08-10,842,Tal der Könige,2014,2,4,45,14,,https://cf.geekdo-images.com/znCYAtq2-hYk0wqqudGRow__thumb/img/Zz0CMUjwcxJuosHchbMbEVXcSsQ=/fit-in/200x150/filters:strip_icc()/pic1848490.jpg
843,844,238992,Call to Adventure,"Hero or Foe? You decide in this tile chucking, character building game.",6.627999999999999,7.22,3778,2021-08-10,843,Call to Adventure,2019,1,4,60,9,,https://cf.geekdo-images.com/oz_C4Hwf1Hb6KHt6KTxJJA__thumb/img/WKPD4ypqNftdXn2L3q4aPM8UXh0=/fit-in/200x150/filters:strip_icc()/pic4165094.jpg
844,845,85897,Thunderstone: Dragonspire,"Adventurers defeat new foes, and try to reclaim a Thunderstone from its guardian.",6.627000000000001,7.33,2654,2021-08-10,844,Thunderstone: Drachenturm,2011,1,5,45,12,,https://cf.geekdo-images.com/P3leDpredE7MnVMZtd6J0g__thumb/img/iXamEqwaAB5wSLxBqL9H6bc5ZsU=/fit-in/200x150/filters:strip_icc()/pic837358.jpg
845,846,204027,Cottage Garden,Select and plant polyomino flower tiles to complete your beds and earn points.,6.627000000000001,6.91,7289,2021-08-10,845,Cottage Garden,2016,1,4,60,8,,https://cf.geekdo-images.com/7Zk5_GsYycmHYD4RN3kIJQ__thumb/img/feLpplY6_MLKO4Tzfj5N2bW4a9o=/fit-in/200x150/filters:strip_icc()/pic3499059.jpg
846,847,15817,Manila,"Place your bets on this roulette wheel of arriving boats, goods, and even pirates!",6.626,6.99,5577,2021-08-10,846,Manila,2005,3,5,60,10,,https://cf.geekdo-images.com/dU0cm4_NP8QiQqiXP9Jclw__thumb/img/fgRQKglhHBKsRP-nUi0EE-iuxvM=/fit-in/200x150/filters:strip_icc()/pic902372.jpg
847,848,156776,"Warhammer 40,000: Conquest","Take the part of a warlord, leading glorious armies in a two-player Living Card Game.",6.622999999999999,7.37,2915,2021-08-10,847,"Warhammer 40,000: Conquest",2014,2,2,60,14,,https://cf.geekdo-images.com/7u9y7JnR91pkt__MjrU6EA__thumb/img/QdrvsZBLNHohQ_rIra14zlmBJ3Q=/fit-in/200x150/filters:strip_icc()/pic2079275.jpg
848,849,198740,Lovecraft Letter,Confront eldritch lore: win by staying sane or triumph through madness!,6.622000000000001,7.24,3168,2021-08-10,848,Lovecraft Letter,2017,2,6,15,10,,https://cf.geekdo-images.com/iRDSJ4wnIjbcZnYYmxrS7w__thumb/img/a3lM0zDNSGhWG-Q_7h5sMk24xCU=/fit-in/200x150/filters:strip_icc()/pic3485528.png
849,850,242804,Low Lands,Breed sheep for yourself? Or contribute to the group's safety by building the dike?,6.62,7.45,2231,2021-08-10,849,Les basses terres,2018,2,4,100,12,,https://cf.geekdo-images.com/2uRvcCayqNG38NJQBcESAA__thumb/img/fMI59KCpNrF_uemwoD5-CBY96hc=/fit-in/200x150/filters:strip_icc()/pic4007841.jpg
850,851,104710,Wiz-War (Eighth Edition),Duel for your life in an ever-changing labyrinth as you race to capture treasure.,6.619,7.06,4700,2021-08-10,850,Wiz-War,2012,2,4,60,14,,https://cf.geekdo-images.com/yXbWhfIuwKFJfPNg5SgPOQ__thumb/img/PFBGm2T4kgP7_ARhb7Zcr5j_uZU=/fit-in/200x150/filters:strip_icc()/pic1222733.jpg
851,852,275467,Letter Jam,Provide word-based hints so everyone can deduce their scrambled mystery word.,6.619,7.29,2741,2021-08-10,851,Dżem dobry,2019,2,6,45,10,,https://cf.geekdo-images.com/kBZGJlIqir1I_EVCr2nDbg__thumb/img/mSl669ndQnGcsmKfe0Yppc1XvbI=/fit-in/200x150/filters:strip_icc()/pic4853794.jpg
852,853,235488,Istanbul: The Dice Game,Roll your worker dice to collect rubies the quickest to claim the victory.,6.619,7.18,3434,2021-08-10,852,Istanbul Het Dobbelspel,2017,2,4,40,8,,https://cf.geekdo-images.com/1Plr8IRp0aXsfWOslhAgZQ__thumb/img/dUJntOtZqXSlbtDl6PoqE6AKuSg=/fit-in/200x150/filters:strip_icc()/pic4017301.jpg
853,854,104363,Rex: Final Days of an Empire,"In the final days of the Empire, players struggle for control of Mecatol City.",6.617999999999999,7.09,4267,2021-08-10,853,Rex: Die letzten Tage eines Imperiums,2012,3,6,180,14,,https://cf.geekdo-images.com/HFhHL5g_mSWx-wOj9DaG7g__thumb/img/ozRX0wtjJ9ghZgTc6K2Mn-ltj2o=/fit-in/200x150/filters:strip_icc()/pic1246187.jpg
854,855,245643,Luxor,It's a race to the tomb as you control a team of loot grabbing archaeologists!,6.617999999999999,7.21,3300,2021-08-10,854,Luxor,2018,2,4,45,8,,https://cf.geekdo-images.com/C9nhhIS2zRuneMt0FBK1zg__thumb/img/Ugc6cGHhvETu-EUYAKy03sXJmJM=/fit-in/200x150/filters:strip_icc()/pic3955965.jpg
855,856,89409,BattleCON: War of Indines,Combine a shared moveset with characters' unique style in this card battler.,6.6160000000000005,7.71,1793,2021-08-10,855,BattleCON: War of Indines,2010,2,4,60,9,,https://cf.geekdo-images.com/AfUbbvjhx4Q3LFOIjy_d7g__thumb/img/LMmSnD0OV6vHT9o0g_aJ0GRQnQU=/fit-in/200x150/filters:strip_icc()/pic2039033.jpg
856,857,157403,Black Fleet,"Lead a fleet of ships, collect doubloons, pay the ransom for the governor's daughter.",6.615,7.01,5022,2021-08-10,856,Black Fleet,2014,3,4,60,14,,https://cf.geekdo-images.com/A-KaF84pQ7V8IAZULQNqKg__thumb/img/t6JsS2kb5qfi0CVFe5o08WGlQ2M=/fit-in/200x150/filters:strip_icc()/pic1987366.jpg
857,858,230080,Majesty: For the Realm,Collect citizens to work in your village as you build a realm to rival all others!,6.615,6.98,5371,2021-08-10,857,Majestat: Królewska Korona,2017,2,4,40,7,,https://cf.geekdo-images.com/BsNE-w6bttGZ-JPLcY95mA__thumb/img/GGVPDJErC7vPEb6zHJUasEXwIBk=/fit-in/200x150/filters:strip_icc()/pic3742410.jpg
858,859,160018,Smash Up: Monster Smash,"Classic monsters invade Smash Up.  Vampires, Mad Scientists, Werewolves, & Giant Ants",6.614,7.3,2951,2021-08-10,858,Smash Up: Arrivano i Mostri,2014,2,2,45,12,,https://cf.geekdo-images.com/0M5zVUI2lLiBekCTQuUj3g__thumb/img/CLOLOTKWMXzQjWoHbCZMFXMfRp4=/fit-in/200x150/filters:strip_icc()/pic2038798.jpg
859,860,66056,Rivals for Catan,Duel to build the best kingdom in different eras of Catan.,6.614,6.97,6090,2021-08-10,859,Catan Duel,2010,2,2,120,10,,https://cf.geekdo-images.com/FX_6VFrE6SQIhGzg2HoSNw__thumb/img/aPl9f3AuVnajMbfLXhg644gJPbo=/fit-in/200x150/filters:strip_icc()/pic3736568.jpg
860,861,244331,Blue Lagoon,Explore an unsettled archipelago and connect your villages by land and sea...twice!,6.612,7.18,3206,2021-08-10,860,Blue Lagoon,2018,2,4,45,8,,https://cf.geekdo-images.com/wFggDB9IbU47-drR4GUQBw__thumb/img/mSvWn1J5pCwZGLqeiCQkTC7W2U4=/fit-in/200x150/filters:strip_icc()/pic4122624.png
861,862,200954,Fields of Green,"You own a modern-day farm...which buildings, crops, and livestock will you choose?",6.611000000000001,7.17,3303,2021-08-10,861,Fields of Green,2016,2,4,45,12,,https://cf.geekdo-images.com/U7vYrViBcFbQ1Ip6iaZ8cw__thumb/img/Fy7OEIkraXBZKp_LNlTZcRcaNvI=/fit-in/200x150/filters:strip_icc()/pic3504382.jpg
862,863,185589,Islebound,"Collect treasure, hire crew, and conquer or befriend the archipelago's island towns.",6.61,7.19,3209,2021-08-10,862,Islebound,2016,2,4,120,13,,https://cf.geekdo-images.com/ccTWaeqW_LhEBfw8F1Vs4A__thumb/img/St0c2nhNg66oAOQFD3xHE5Ox4vo=/fit-in/200x150/filters:strip_icc()/pic2812825.jpg
863,864,222514,Batman: Gotham City Chronicles,Become the Overlord or play as Batman and his allies in this action-packed game!,6.61,7.76,2207,2021-08-10,863,Batman: Gotham City Chronicles,2019,2,4,90,14,,https://cf.geekdo-images.com/YGNk9UF-QqLWT58aWiRV7w__thumb/img/OJRkVH8OmPyCtrpExfCW63phnkE=/fit-in/200x150/filters:strip_icc()/pic3893551.png
864,865,112,Condottiere,Manage and deploy your mercenaries to the right province to take control over Italy!,6.61,6.84,8830,2021-08-10,864,Condottiere,1995,2,6,45,14,,https://cf.geekdo-images.com/ez1nMA4g7Mx3BVBqZT9D2w__thumb/img/WbIDkxaZNX05TSmK-pqQYw1xv5A=/fit-in/200x150/filters:strip_icc()/pic4211268.jpg
865,866,1301,Netrunner,Corps and Runners race for agendas while building up nodes and rigs.,6.609,7.44,2340,2021-08-10,865,Netrunner,1996,2,2,45,10,,https://cf.geekdo-images.com/Xv_C5PpqX8kDwU-8iktmgQ__thumb/img/cmWb4qmyF5aLkAmrj7fhe77ODlo=/fit-in/200x150/filters:strip_icc()/pic92015.jpg
866,867,141517,A Study in Emerald,"Compete in hidden teams to either remove, or protect, the Cthulhu hegemony .",6.608,7.19,3167,2021-08-10,866,Uno Studio In Smeraldo,2013,2,5,90,13,,https://cf.geekdo-images.com/W_t-KinDa1Ag3JsZrMWMVw__thumb/img/rzgzAAHJZFQ7rSIHxWwiKUJu9hY=/fit-in/200x150/filters:strip_icc()/pic1638689.jpg
867,868,248065,Zombicide: Invader,Guide survivors to complete their objectives while defending against waves of aliens.,6.607,7.92,1699,2021-08-10,867,Zombicide: Invader,2019,1,6,60,14,,https://cf.geekdo-images.com/J90Wl4tMo74tS5LtKSSopA__thumb/img/GShGBF56oFJoXJQJRm2BT3N67pA=/fit-in/200x150/filters:strip_icc()/pic4023671.jpg
868,869,157809,Nations: The Dice Game,"Use your dice to build the best civilization, by getting leaders, wonders, colonies.",6.607,6.97,5061,2021-08-10,868,Nations: Das Würfelspiel,2014,1,4,40,14,,https://cf.geekdo-images.com/cAUrzJCm1nNzJ_JyH6N85g__thumb/img/mB-g90DCrvuRHH2V8ErYeYwF6p0=/fit-in/200x150/filters:strip_icc()/pic3743789.jpg
869,870,210296,DinoGenics,Build and manage your own dinosaur island resort.,6.606,7.7,1759,2021-08-10,869,DinoGenics,2019,1,5,120,14,,https://cf.geekdo-images.com/BukgjRWfkGfdLYGkLXExSw__thumb/img/6m_qe2xeTZ4LeBzUIQB4qBlPf8A=/fit-in/200x150/filters:strip_icc()/pic4524562.jpg
870,871,1382,Winner's Circle,Bet on 7 different horses over 3 races to see who can make the most cash!,6.606,6.98,5118,2021-08-10,870,Royal Turf,2001,2,6,60,10,,https://cf.geekdo-images.com/oc-osLnCx5c9on7qBCh-6w__thumb/img/5O4E_gigS35xcBMAKKCOFORIoQk=/fit-in/200x150/filters:strip_icc()/pic3159401.jpg
871,872,75449,Firenze,Battle to create the most magnificent towers in Renaissance Florence.,6.605,7.24,2825,2021-08-10,871,Firenze,2010,2,4,60,12,,https://cf.geekdo-images.com/bufTJIzODlIavAygTgTc9Q__thumb/img/BUoK23d-2QPsgqwdFEL0lk87jPQ=/fit-in/200x150/filters:strip_icc()/pic4262138.jpg
872,873,45986,Stronghold,"Humans hold a stronghold against orc, goblin and troll invaders.",6.605,7.15,3386,2021-08-10,872,Stronghold,2009,2,4,120,10,,https://cf.geekdo-images.com/UAjajeqlfHqr2kaoI_sG7Q__thumb/img/46c93NYdrivup7na34sISos1PVg=/fit-in/200x150/filters:strip_icc()/pic570478.jpg
873,874,22825,Tide of Iron,Simulate tactical combat between America and Germany on the Western front (‘44 – ‘45),6.605,7.2,3759,2021-08-10,873,L'Aube d'Acier,2007,2,4,120,12,,https://cf.geekdo-images.com/MMQ5yH76vLnJTiHDzgoY6Q__thumb/img/0fpTZqPkfPkAzgkrw4RpJ6A7A-c=/fit-in/200x150/filters:strip_icc()/pic140479.jpg
874,875,284742,Honey Buzz,Bees have discovered capitalism! Make and sell honey to get money and win!,6.604,7.9,1537,2021-08-10,874,Honey Buzz,2020,1,4,90,10,,https://cf.geekdo-images.com/q3KbDdmiSkvKucANAdOU1g__thumb/img/4e8jsNQHJp_Cir_h1_rEBK5xXWM=/fit-in/200x150/filters:strip_icc()/pic5608344.jpg
875,876,171233,The Big Book of Madness,Work together with your classmates to magically dispel demons and save your school!,6.603,6.96,5850,2021-08-10,875,The Big Book of Madness,2015,2,5,90,12,,https://cf.geekdo-images.com/-LL30JqMelQiFx51xjzIVg__thumb/img/1zS0iG4Y_mY8RNwJqTZm6o5YztI=/fit-in/200x150/filters:strip_icc()/pic2750172.jpg
876,877,60,Vinci,Control one civilization after another to expand quickly throughout the land.,6.602,7.08,3957,2021-08-10,876,Vinci,1999,3,6,90,14,,https://cf.geekdo-images.com/16rNX4_Zj2nUtfKP7d1Wxw__thumb/img/9LgknaiMCuT4jFlsyPO8j2I1U7E=/fit-in/200x150/filters:strip_icc()/pic168171.jpg
877,878,198454,When I Dream,Help the Dreamer refine their visions or bring them to a nightmare.,6.6,7.06,4268,2021-08-10,877,Álmodj Velem!,2016,4,10,40,8,,https://cf.geekdo-images.com/E7bmvTXE2dWskxFaMwXYrA__thumb/img/aR_FTYkNL8LoAijfVLmlblrUs5w=/fit-in/200x150/filters:strip_icc()/pic3747128.png
878,879,1822,Wilderness War,"Card-driven, point-to-point, 18th century fight for North American dominance.",6.598,7.71,1709,2021-08-10,878,Wilderness War,2001,2,2,180,12,,https://cf.geekdo-images.com/gbmWvMKxXrk6621XyYevCg__thumb/img/ZPIMme0Gq9XTEuuJwRASCAMkFuw=/fit-in/200x150/filters:strip_icc()/pic96957.jpg
879,880,253284,Ticket to Ride: New York,Catch a cab across Manhattan when low on time with this 15 minute express version.,6.598,7.0,4939,2021-08-10,879,Les aventuriers du Rail: New York,2018,2,4,15,8,,https://cf.geekdo-images.com/v0YHI6x4g8dJdtSqaxMdiA__thumb/img/wqM16CzK9QcarS8s6X6iAxvFe3Q=/fit-in/200x150/filters:strip_icc()/pic4132194.jpg
880,881,8203,"Hey, That's My Fish!","Quest for the most fish, but don't get stranded as ice disappears beneath your feet.",6.596,6.7,19702,2021-08-10,880,Ei! Čia mano žuvis!,2003,2,4,20,8,,https://cf.geekdo-images.com/CR2jXsbmCdhDYo2zI6cJFQ__thumb/img/6jjUgJWbOMUZ4JIEqJF0MzP6tO8=/fit-in/200x150/filters:strip_icc()/pic1004115.jpg
881,882,136991,Loony Quest,"Draw a line from fire to dynamite and defeat a boss. Look at him, but draw elsewhere.",6.596,6.92,5696,2021-08-10,881,Firkaland,2015,2,5,30,8,,https://cf.geekdo-images.com/iIIGoA267xJDn3RuOfXBeQ__thumb/img/zX7ii2eBry5znNIWJ7-Fisqttbw=/fit-in/200x150/filters:strip_icc()/pic3043308.jpg
882,883,283864,Trails of Tucana,Flip & write to create the most efficient network on the island of Tucana.,6.593999999999999,7.48,2015,2021-08-10,882,ISLA TUCANA,2019,1,8,15,8,,https://cf.geekdo-images.com/y8ifesXfHobUtIgnSuC0DA__thumb/img/y5rGQUFTGETcIg9HSfuGnHkD234=/fit-in/200x150/filters:strip_icc()/pic4860701.jpg
883,884,191231,Via Nebula,Clear clouds from a meadow of riches to be the first to build out your settlement.,6.593999999999999,7.05,3966,2021-08-10,883,Via Nebula,2016,2,4,60,12,,https://cf.geekdo-images.com/fBgqTXGvFnr4mzdJo3CJvw__thumb/img/wkmN5b3_P3RXe7z095TsOeEt-6U=/fit-in/200x150/filters:strip_icc()/pic2839651.png
884,885,196526,Coffee Roaster,Brew the richest blends and score high in this solo puzzle.,6.593,7.53,1899,2021-08-10,884,Coffee Roaster  	 咖啡烘培師,2015,1,1,30,12,,https://cf.geekdo-images.com/XNphrzWB2Zc5e_NNBLLNxA__thumb/img/sfeP9moFqP7f7d537SHcWCu_hgk=/fit-in/200x150/filters:strip_icc()/pic4818329.jpg
885,886,217449,NMBR 9,Cleverly stack number-based polyminos on top of one another without leaving any gaps.,6.593,6.91,5999,2021-08-10,885,0-9,2017,1,4,20,8,,https://cf.geekdo-images.com/a6j6yZmBJ5J2hcuo0KOW-A__thumb/img/w62iXqdK9cU_QCAwJffXewexjaU=/fit-in/200x150/filters:strip_icc()/pic3328269.jpg
886,887,130176,Tales & Games: The Hare & the Tortoise,"Every animal moves at its own pace, so you never know if your bets will pay off.",6.593,7.09,3727,2021-08-10,886,Contos e Jogos: A Lebre e a Tartaruga,2011,2,5,20,7,,https://cf.geekdo-images.com/MabiuZo226P_M7PO8AJTWA__thumb/img/WTTPtTgmU6b_glj8FGrqsEErNFI=/fit-in/200x150/filters:strip_icc()/pic2688992.jpg
887,888,127518,A Distant Plain,"Counter-insurgency Afghanistan: Government, Coalition, Taliban and Warlords compete.",6.5920000000000005,7.86,1482,2021-08-10,887,A Distant Plain,2013,1,4,300,12,,https://cf.geekdo-images.com/-PI0iVHeKyFfjYST0xi9dQ__thumb/img/k3pBQFl0qxKOEREh-jeJBEvaVmc=/fit-in/200x150/filters:strip_icc()/pic1733403.jpg
